user_id,isbn,rating,title,author,year,publisher
16718,0679732411,8,Gift from the Sea,Anne Morrow Lindbergh,1991,Pantheon Books
16718,074322423X,8,Self Matters : Creating Your Life from the Inside Out,Phillip C. McGraw,2001,Free Press
16718,0743418174,10,Good in Bed,Jennifer Weiner,2002,Washington Square Press
16718,0767905180,10,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books
16718,0786868716,10,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion
16718,0786881852,9,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
16718,155874262X,9,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,Health Communications
16718,1558743316,8,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1994,Health Communications
16795,006001203X,8,Dr. Atkins' New Diet Revolution,Robert C. Atkins,2001,Avon Books
16795,0060930535,4,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
16795,0060976845,7,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial
16795,0061009059,9,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch
16795,0062502182,8,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco
16795,006440188X,8,The Secret Garden,Frances Hodgson Burnett,1998,HarperTrophy
16795,0064407667,8,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
16795,0064407675,7,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins
16795,0070212570,9,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
16795,0140179836,10,The Liar's Club: A Memoir,Mary Karr,1998,Penguin USA (Paper)
16795,0140244824,6,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
16795,0142000205,9,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
16795,0142000663,8,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books
16795,0142001740,10,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
16795,0151008116,10,Life of Pi,Yann Martel,2002,Harcourt
16795,0312144075,10,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin
16795,0312195516,9,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA
16795,0312291639,9,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin
16795,0312305060,8,The Hours: A Novel,Michael Cunningham,2002,Picador
16795,031242227X,9,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA
16795,0312966970,8,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
16795,0312978383,6,Winter Solstice,Rosamunde Pilcher,2001,St. Martin's Paperbacks
16795,0312980140,6,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks
16795,0316168688,10,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown"
16795,0316182540,8,White Oleander : A Novel,Janet Fitch,2001,"Little, Brown"
16795,0316569321,9,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown"
16795,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
16795,0316693235,9,Violets Are Blue,James Patterson,2001,"Little, Brown"
16795,0316693251,9,Roses Are Red,James Patterson,2000,Little Brown and Company
16795,0316769487,8,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown"
16795,0316780812,9,Sea Glass: A Novel,Anita Shreve,2002,"Little, Brown"
16795,0316781142,9,The Last Time They Met : A Novel,Anita Shreve,2001,"Little, Brown"
16795,0316782505,8,The Weight of Water,Anita Shreve,2001,"Little, Brown"
16795,0345339703,8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey
16795,0345342968,8,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
16795,0345378490,7,Congo,Michael Crichton,1995,Ballantine Books
16795,034538430X,5,TickTock,Dean R. Koontz,1997,Ballantine Books
16795,0345384350,5,Icebound,Dean R. Koontz,1995,Ballantine Books
16795,0345384369,8,Intensity,DEAN KOONTZ,1996,Ballantine Books
16795,0345387651,5,The Cider House Rules,John Irving,1994,Ballantine Books
16795,0345417623,5,Timeline,MICHAEL CRICHTON,2000,Ballantine Books
16795,0345423097,10,Joy School (Ballantine Reader's Circle),ELIZABETH BERG,1998,Ballantine Books
16795,0345435168,8,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books
16795,0345438329,9,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books
16795,0345439104,8,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books
16795,0345441265,8,The Ladies Auxiliary (Ballantine Reader's Circle),Tova Mirvis,2000,Ballantine Books
16795,0374100128,9,The Corrections (Oprah Edition),Jonathan Franzen,2001,Farrar Straus Giroux
16795,0375412530,9,Back When We Were Grownups: A Novel,ANNE TYLER,2001,Knopf
16795,0375412824,10,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002,Knopf
16795,0375502238,8,Blessings,ANNA QUINDLEN,2002,Random House
16795,0375701214,8,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1998,Vintage
16795,0375703063,8,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books
16795,0375706771,7,Midwives: A Novel,Chris Bohjalian,1998,Vintage
16795,0375707972,5,The Reader,Bernhard Schlink,1999,Vintage Books USA
16795,0375726403,4,Empire Falls,Richard Russo,2002,Vintage Books USA
16795,0375727345,9,House of Sand and Fog,Andre Dubus III,2000,Vintage Books
16795,0380001411,7,Christy,Catherine Marshall,1976,Avon
16795,0380002930,6,Watership Down,Richard Adams,1976,Avon
16795,0380703882,7,Communion : A True Story,Whitley Strieber,1988,Avon
16795,0380730138,8,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998,Perennial
16795,038531292X,9,The Gift,Danielle Steel,1994,Delacorte Press
16795,0385315309,7,Five Days in Paris,DANIELLE STEEL,1995,Delacorte Press
16795,0385318782,9,Talk Before Sleep,Elizabeth Berg,1997,Dell
16795,0385319207,7,One True Thing,Anna Quindlen,1997,Delta Trade Paperbacks
16795,038533334X,6,Charming Billy,Alice McDermott,1999,Delta
16795,038533558X,9,Gone For Good,HARLAN COBEN,2002,Delacorte Press
16795,0385337639,9,Crow Lake (Today Show Book Club #7),Mary Lawson,2003,Delta
16795,0385420161,7,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books
16795,0385472943,6,The Runaway Jury,JOHN GRISHAM,1996,Doubleday
16795,0385492081,5,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor
16795,0385498802,9,Bee Season: A Novel,Myla Goldberg,2001,Anchor Books/Doubleday
16795,0385503822,8,The Summons,John Grisham,2002,Doubleday Books
16795,0385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday
16795,0385505833,10,Skipping Christmas,JOHN GRISHAM,2001,Doubleday
16795,0385508417,10,Skipping Christmas,JOHN GRISHAM,2002,Doubleday
16795,0385720106,9,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday
16795,0385720467,9,Disobedience: A Novel,Jane Hamilton,2001,Anchor Books/Doubleday
16795,039480001X,5,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers
16795,0399141065,7,Contagion,Robin Cook,1995,Putnam Pub Group
16795,0399144463,7,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper)
16795,0399148027,8,Blue Diary,Alice Hoffman,2001,G. P. Putnam's Sons
16795,042510687X,8,Outbreak,Robin Cook,1991,Berkley Publishing Group
16795,0425107469,9,Watchers,Dean R. Koontz,1996,Berkley Publishing Group
16795,0425115801,8,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
16795,0425119653,7,Mutation,Robin Cook,1991,Berkley Publishing Group
16795,042513699X,7,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group
16795,0425162443,9,The Rapture of Canaan,Sheri Reynolds,1997,Berkley Publishing Group
16795,0425166619,8,Toxin,Robin Cook,1999,Berkley Publishing Group
16795,0425172996,8,Vector,Robin Cook,2000,Berkley Publishing Group
16795,042517736X,6,Abduction,Robin Cook,2000,Berkley Publishing Group
16795,0425179885,4,The Devil's Code,John Sandford,2004,Berkley Publishing Group
16795,042518109X,9,Whispers,Dean R. Koontz,2001,Berkley Publishing Group
16795,0425182878,5,Chosen Prey,John Sandford,2004,Berkley Publishing Group
16795,0440200563,8,Fine Things,Danielle Steel,1988,Dell
16795,0440211263,9,Circle of Friends,Maeve Binchy,1991,Dell
16795,0440213525,5,The Client,John Grisham,1994,Dell Publishing Company
16795,0440214041,6,The Pelican Brief,John Grisham,1993,Dell
16795,0440217547,7,Accident,Danielle Steel,1995,Dell
16795,044022103X,8,One True Thing,Anna Quindlen,1995,Dell
16795,044022165X,5,The Rainmaker,JOHN GRISHAM,1996,Dell
16795,0440222656,9,The Horse Whisperer,Nicholas Evans,1996,Dell
16795,0440224675,5,Hannibal,Thomas Harris,2000,Dell Publishing Company
16795,0440226104,5,Black and Blue,ANNA QUINDLEN,1999,Dell
16795,0440226430,9,Summer Sisters,Judy Blume,1999,Dell Publishing Company
16795,0440236703,9,Tell No One,Harlan Coben,2002,Dell Publishing Company
16795,0440236991,7,Leap of Faith,Danielle Steel,2002,Dell Publishing Company
16795,0440343194,10,Illusions,Richard Bach,1981,Bantam Doubleday Dell
16795,0440940001,9,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf
16795,0446353957,8,Mirror Image,Sandra Brown,1990,Warner Books
16795,0446363251,8,"Scarlett : The Sequel to Margaret Mitchell's \""Gone With the Wind\",Alexandra Ripley,1992,Warner Books
16795,0446364193,8,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
16795,044651652X,9,The Bridges of Madison County,Robert James Waller,1992,Warner Books
16795,044651862X,6,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books
16795,0446519138,8,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books
16795,0446527785,8,A Bend in the Road,Nicholas Sparks,2001,Warner Books
16795,0446531332,9,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books
16795,0446532452,8,The Wedding,Nicholas Sparks,2003,Warner Books
16795,0446605239,10,The Notebook,Nicholas Sparks,1998,Warner Books
16795,0446607207,7,Tell Me Your Dreams,Sidney Sheldon,1999,Warner Vision
16795,0446607657,9,When the Wind Blows,James Patterson,1999,Warner Vision
16795,0446608955,8,A Walk to Remember,Nicholas Sparks,2000,Warner Books
16795,0446609404,8,Cradle and All,James Patterson,2001,Warner Vision
16795,0446609943,5,The Switch,Sandra Brown,2001,Warner Vision
16795,0446610038,9,1st to Die: A Novel,James Patterson,2002,Warner Vision
16795,0446610399,6,The Rescue,Nicholas Sparks,2001,Warner Books
16795,0446613843,8,The Jester,James Patterson,2004,Warner Books
16795,0446672211,8,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
16795,0449005909,7,Nightshade,John Saul,2001,Ballantine Books
16795,0449006522,7,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
16795,0449006530,8,Midnight Voices,JOHN SAUL,2003,Ballantine Books
16795,0451161343,8,Thinner,Stephen King,1994,Signet Book
16795,0451161351,7,Cujo,Stephen King,2004,Signet Book
16795,0451169514,8,It,Stephen King,1997,Signet Book
16795,0451169522,10,Misery,Stephen King,2004,Penguin USA (Paper)
16795,0451177096,8,Dolores Claiborne,Stephen King,2004,Signet Book
16795,0451184963,8,Insomnia,Stephen King,1995,Signet Book
16795,0451197747,9,The Deep End of the Ocean,Jacquelyn Mitchard,1999,Signet Book
16795,0451409973,6,Julie and Romeo: A Novel,Jeanne Ray,2001,Onyx Books
16795,0451410947,8,Must Love Dogs,Claire Cook,2003,Onyx Books
16795,0451524934,8,1984,George Orwell,1990,Signet Book
16795,0515102636,10,Morning Glory,LaVyrle Spencer,1990,Jove Books
16795,051511992X,10,That Camden Summer,Lavyrle Spencer,1997,Jove Books
16795,0515120898,10,The Pull of the Moon,Elizabeth Berg,1997,Jove Books
16795,0515127221,9,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books
16795,0515136379,9,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
16795,0515136530,8,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns
16795,0525945210,10,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,Dutton Books
16795,0525947299,10,No Second  Chance,Harlan Coben,2003,Dutton Books
16795,0553250426,7,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books
16795,0553268880,5,The Prince of Tides,Pat Conroy,1987,Bantam Books
16795,0553278274,7,A Night to Remember,WALTER LORD,1997,Bantam
16795,0553278355,2,The Bell Jar,Sylvia Plath,1983,Bantam
16795,0553285920,6,Silent Partner (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1990,Bantam Books
16795,0553294903,9,Divine Evil,NORA ROBERTS,1992,Bantam
16795,0553295977,5,Carnal Innocence,Nora Roberts,1992,Bantam Books
16795,0553296981,8,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam
16795,0553299506,7,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,Bantam Books
16795,0553563521,7,Devil's Waltz (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1993,Bantam Books
16795,0553565915,7,Embraced by the Light,Betty J. Eadie,1994,Bantam Books
16795,0553568701,7,Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994,Bantam Books
16795,0553568760,7,Natural Causes,Michael Palmer,1995,Bantam Books
16795,0553572326,9,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam
16795,0553579754,8,Fear Nothing,DEAN KOONTZ,1998,Bantam
16795,0553580191,7,Seize the Night,DEAN KOONTZ,1999,Bantam
16795,0553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
16795,0553801376,9,One Door Away from Heaven,Dean R. Koontz,2001,Bantam Books
16795,0670880728,7,Bridget Jones's Diary,Helen Fielding,1998,Viking Books
16795,0670894605,10,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books
16795,0671001132,9,DEAD BY SUNSET : DEAD BY SUNSET,Ann Rule,1996,Pocket
16795,0671001795,7,Two for the Dough,Janet Evanovich,1996,Pocket
16795,0671021001,10,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
16795,0671025333,9,Empty Promises,Ann Rule,2000,Pocket
16795,0671039741,9,Salem's Lot,Stephen King,1999,Pocket
16795,0671041789,7,The Green Mile,Stephen King,1999,Pocket
16795,0671042262,8,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket
16795,0671510053,5,SHIPPING NEWS,Annie Proulx,1994,Scribner
16795,0671510126,7,The Good Earth (Enriched Classics),Pearl S. Buck,1994,Pocket
16795,0671525743,8,Night Whispers,Judith McNaught,1999,Pocket
16795,0671534718,7,Melody (Logan),V.C. Andrews,1996,Pocket
16795,067164257X,9,GARDEN OF SHADOWS (Dollanger Saga (Paperback)),Ariel Jennifer Jones,1987,Pocket
16795,067169507X,7,SEAT OF THE SOUL,Gary Zukav,1990,Free Press
16795,0671708635,7,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press
16795,0671729411,7,Flowers In The Attic (Dollanganger),V.C. Andrews,1990,Pocket
16795,0679745203,7,The English Patient,Michael Ondaatje,1996,Vintage Books USA
16795,0679746048,9,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage
16795,0684801221,8,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner
16795,0684801523,6,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner
16795,0684814994,9,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1995,Simon & Schuster
16795,068484477X,7,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone
16795,0684874350,7,ANGELA'S ASHES,Frank McCourt,1996,Scribner
16795,0688170528,8,The Pact: A Love Story,Jodi Picoult,1999,Quill
16795,0688177867,5,The Book Borrower: A Novel,Alice Mattison,2000,Perennial
16795,0740704818,9,The Blue Day Book,Bradley Trevor Greive,2000,Andrews McMeel Publishing
16795,0743203631,8,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone
16795,0743211375,9,From a Buick 8 : A Novel,Stephen King,2002,Scribner
16795,0743235150,10,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Scribner
16795,0743237188,9,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
16795,0743411323,9,Never Change,Elizabeth Berg,2001,Atria
16795,0743418174,9,Good in Bed,Jennifer Weiner,2002,Washington Square Press
16795,0743454529,10,"My Sister's Keeper : A Novel (Picoult, Jodi)",Jodi Picoult,2004,Atria
16795,0765341972,6,The Mothman Prophecies,John A. Keel,2002,Tor Books
16795,0767905938,9,A Year by the Sea: Thoughts of an Unfinished Woman,Joan Anderson,2000,Broadway Books
16795,0767915054,9,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002,Broadway Books
16795,0786862564,6,Make the Connection: Ten Steps to a Better Body and a Better Life,Bob Greene,1996,Hyperion Press
16795,0786866845,9,Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole,Dr. Jerri Nielsen,2001,Miramax
16795,0786867647,10,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion
16795,0786868716,8,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion
16795,0786881852,9,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
16795,0786884592,5,"Life Strategies: Doing What Works, Doing What Matters",Phillip C. McGraw,2000,Hyperion
16795,0786885688,7,Shopgirl,Steve Martin,2001,Hyperion
16795,0786889020,5,Don't Stand Too Close to a Naked Man,Tim Allen,1995,Hyperion
16795,0802135196,8,Valley of the Dolls: A Novel,Jacqueline Susann,1997,Grove Press
16795,0804114609,8,Patty Jane's House of Curl,Lorna Landvik,1999,Ivy Books
16795,0804115613,7,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,2000,Ballantine Books
16795,0811801802,10,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin & Sabine Continues,Nick Bantock,1992,Chronicle Books
16795,0811802981,9,The Golden Mean: In Which the Extraordinary Correspondence of Griffin & Sabine Concludes,Nick Bantock,1993,Chronicle Books
16795,0812967240,8,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002,Villard
16795,0842329129,9,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers
16795,0842329242,9,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers
16795,0842329269,9,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),Jerry Jenkins,2000,Tyndale House Publishers
16795,0842329285,7,The Indwelling: The Beast Takes Possession (Left Behind #7),Tim Lahaye,2000,Tyndale House Publishers
16795,084233226X,6,Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim Lahaye,2001,Tyndale House Publishers
16795,087113795X,8,Peace Like a River,Leif Enger,2001,Grove/Atlantic
16795,0877017883,10,Griffin & Sabine: An Extraordinary Correspondence,Nick Bantock,1991,Chronicle Books
16795,0894803204,8,The Book of Questions,Gregory Stock,1987,Workman Publishing
16795,1400032717,10,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,2004,Vintage
16795,1551665301,9,Book Club,Mary Alice Monroe,1999,Mira
16795,1558743669,10,"A Child Called \""It\"": One Child's Courage to Survive",Dave Pelzer,1995,Health Communications
16795,1558744150,8,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
16795,155874424X,8,Chicken Soup for the Soul at Work (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
16795,1558745017,7,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications
16795,1573221112,8,The Art of Happiness: A Handbook for Living,Dalai Lama,1998,Penguin Putnam
16795,1573229326,9,How to Be Good,Nick Hornby,2002,Riverhead Books
16795,1878424114,9,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),Deepak Chopra,1995,New World Library
16908,0380018179,5,The Thorn Birds,Colleen McCullough,1978,Avon
16908,0440201926,5,Kaleidoscope,Danielle Steel,1988,Dell
16908,0440224837,5,The Long Road Home,Danielle Steel,1999,Dell Publishing Company
16908,0440235596,5,Tara Road,Maeve Binchy,2000,Dell Publishing Company
16908,0515127833,8,River's End,Nora Roberts,2003,Jove Books
16908,0515132187,9,The Villa,Nora Roberts,2002,Jove Books
16916,0312924585,10,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press
16916,0399150439,10,Naked Prey,John Sandford,2003,Putnam Publishing Group
16916,0425163407,10,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group
16916,0440214041,10,The Pelican Brief,John Grisham,1993,Dell
16916,0440222656,7,The Horse Whisperer,Nicholas Evans,1996,Dell
16916,0446360589,10,The Burden of Proof,Scott Turow,1991,Warner Books
16916,0515122491,10,The Maze,Catherine Coulter,1998,Jove Books
16916,0553582526,9,Dust to Dust,TAMI HOAG,2002,Bantam
16916,0842329129,10,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers
16916,084232920X,10,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind #6)",Tim Lahaye,1999,Tyndale House Publishers
16916,0842329218,10,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997,Tyndale House Publishers
16916,0842329242,10,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers
16916,0842329250,10,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers
16916,0842329269,10,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),Jerry Jenkins,2000,Tyndale House Publishers
16916,0842329285,10,The Indwelling: The Beast Takes Possession (Left Behind #7),Tim Lahaye,2000,Tyndale House Publishers
16916,0842332251,10,The Mark: The Beast Rules the World (Left Behind #8),Tim LaHaye,2000,Tyndale House Publishers
16916,084233226X,10,Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim Lahaye,2001,Tyndale House Publishers
16966,0140143505,9,84 Charing Cross Road,Helene Hanff,1990,Penguin Books
16966,0312171838,10,Bachelor Brothers' Bed & Breakfast,Bill Richardson,1997,St. Martin's Griffin
16966,0312974256,9,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks
16966,0312979096,7,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks
16966,0345423402,6,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books
16966,0425181464,8,Seduction in Death,J. D. Robb,2001,Berkley Publishing Group
16966,0553569910,3,The Ugly Duckling,Iris Johansen,1997,Bantam Books
16966,0553582364,6,A Traitor to Memory,Elizabeth George,2002,Bantam Books
16966,0765342987,9,Kushiel's Dart,Jacqueline Carey,2002,Tor Books
16966,0886777844,10,Summon the Keeper,Tanya Huff,1998,Daw Books
16996,002542730X,8,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley & Sons Inc
16996,0060512822,9,The Poisonwood Bible,Barbara Kingsolver,2003,HarperTorch
16996,0064400581,8,Julie of the Wolves (Julie of the Wolves),Jean Craighead George,1972,HarperTrophy
16996,0140177396,5,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993,Penguin Books
16996,0312983824,7,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
16996,0385323638,8,Pink Slip,RITA CIRESI,1999,Delta
16996,0385335482,7,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta
16996,0440122090,6,Echoes,Maeve Binchy,1989,Dell
16996,0440213290,9,The Copper Beech,Maeve Binchy,1993,Dell
16996,0440514428,8,Cold Sassy Tree,Olive Ann Burns,1986,Dell Publishing Company
16996,0671510053,7,SHIPPING NEWS,Annie Proulx,1994,Scribner
16996,0671776134,9,Plain Truth,Jodi Picoult,2001,Washington Square Press
16996,0767905202,7,Mr. Maybe,Jane Green,2002,Broadway Books
17003,006000438X,6,The Death of Vishnu: A Novel,Manil Suri,2002,Perennial
17003,0060392452,10,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books
17003,0060915544,10,The Bean Trees,Barbara Kingsolver,1989,Perennial
17003,0060921145,10,Animal Dreams,Barbara Kingsolver,1991,Perennial
17003,0060922532,5,Pigs in Heaven,Barbara Kingsolver,1994,Perennial
17003,0060938455,10,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial
17003,0060976241,10,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994,Perennial
17003,0142004235,9,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books
17003,0312305060,10,The Hours: A Novel,Michael Cunningham,2002,Picador
17003,0312422156,8,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador
17003,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
17003,0316776963,7,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
17003,0345337662,7,Interview with the Vampire,Anne Rice,1993,Ballantine Books
17003,0375703764,8,House of Leaves,Mark Z. Danielewski,2000,Pantheon Books
17003,0385722435,9,Ella Minnow Pea: A Novel in Letters,Mark Dunn,2002,Anchor Books/Doubleday
17003,0440127793,5,Galapagos,"Kurt, Jr. Vonnegut",1986,Dell
17003,0446532231,10,"Dude, Where's My Country?",Michael Moore,2003,Warner Books
17003,0452269571,10,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books
17003,0553268449,9,JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam
17003,0553377884,8,Skinny Legs and All,Tom Robbins,1995,Bantam
17003,0671683993,6,The Temple of My Familiar,Alice Walker,1990,Pocket
17003,0679734775,9,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
17003,0786866586,10,Shopgirl : A Novella,Steve Martin,2000,Hyperion Press
17003,0804106304,8,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
17003,080411109X,8,The Hundred Secret Senses,Amy Tan,1996,Ivy Books
17003,0874776945,10,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,Jeremy P. Tarcher
17183,0060090367,5,Watermelon,Marian Keyes,2002,Perennial
17183,0140620427,5,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
17183,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
